lrmoo:F3_Manifestation,"rdam:P30011 ""has date of publication""","rdam:P30420 ""has publisher corporate body""","rdam:P30088 ""has place of publication"""
gdo-m,1967,giangiacomo-feltrinelli-editore,milan
