lrmoo:F1_Work,"rdaw:P10088 ""has title of work""","rdaw:P10436 ""has author person""","rdaw:P10004 ""has category of work""",lrmoo:R3_is_realised_in
gdo-w,Il Giuoco dell'Oca,edoardo-sanguineti,http://id.loc.gov/authorities/genreForms/gf2015026020,gdo-e
